Iteration	Posterior	Likelihood	Prior	sigma
0	1868.14	2197.128	-328.9881	0.1169158
100	2170.866	2385.536	-214.6698	0.1102661
200	2007.011	2321.955	-314.9434	0.1162964
300	1726.987	2172.98	-445.993	0.1311249
400	1774.851	2240.608	-465.7576	0.1261211
500	1999.588	2405.988	-406.3992	0.09240155
600	1904.078	2379.013	-474.9352	0.1247718
700	1741.804	2191.679	-449.8747	0.1326933
800	1923.106	2397.64	-474.5347	0.1179884
900	2086.254	2538.767	-452.5127	0.1018131
1000	1912.556	2386.12	-473.5637	0.1072788
