Iteration	Posterior	Likelihood	Prior	sigma
0	-447.1579	-450.4803	3.322482	0.2817882
100	-3136.254	-3067.565	-68.68836	2.694806
200	1383.361	1366.34	17.02067	0.1967181
300	-116644.7	-116771.2	126.5661	0.02484853
400	-3388.955	-3235.647	-153.3082	3.111343
500	-4959.997	-4720.625	-239.3719	6.453025
600	-710090.9	-709921.5	-169.3414	0.006765885
700	-4272215	-4272018	-197.6462	0.0147624
800	1403.367	1555.454	-152.0874	0.2234846
900	-7596.916	-7490.724	-106.1925	26.28395
1000	-396700.6	-396711.9	11.24207	0.01273631
