Iteration	Posterior	Likelihood	Prior	sigma
0	4045.965	3635.262	410.7026	0.06877801
100	4046.675	3532.749	513.9265	0.07256535
200	4207.73	3540.811	666.9193	0.06894812
300	4252.12	3646.825	605.2951	0.06755768
400	4185.149	3723.94	461.2093	0.06246061
500	4128.89	3633.924	494.9659	0.06575825
600	3887.045	3638.641	248.4042	0.06851397
700	3851.235	3745.148	106.0864	0.06157123
800	3755.439	3664.378	91.06084	0.06504096
900	3755.977	3666.296	89.68099	0.06652755
1000	3521.426	3675.338	-153.9127	0.06873238
