Iteration	Posterior	Likelihood	Prior	sigma
0	2455.211	2702.737	-247.5263	0.1043227
100	2435.796	2597.236	-161.44	0.09856983
200	2620.21	2775.562	-155.3516	0.08791598
300	2719.108	2743.883	-24.77492	0.08984442
400	2425.611	2550.054	-124.4432	0.1113074
500	2453.221	2498.831	-45.60927	0.1051446
600	2627.253	2649.343	-22.09076	0.09276792
700	2411.463	2531.399	-119.936	0.1210865
800	2547.072	2648.85	-101.7785	0.09822468
900	2465.507	2721.954	-256.4474	0.09495528
1000	2437.003	2725.028	-288.0251	0.09476275
