Iteration	Posterior	Likelihood	Prior	sigma
0	-1401.753	-1167.796	-233.9579	1.159455
100	-3558.794	-3343.805	-214.9888	3.332362
200	-6030.532	-5697.912	-332.6197	10.89546
300	760.6927	1176.793	-416.0999	0.2000295
400	-2733.301	-2359.622	-373.6783	1.991695
500	-3555.397	-3120.371	-435.0258	0.075132
600	752.5357	869.4464	-116.9108	0.2872033
700	-6737.115	-6612.245	-124.8699	16.44384
800	140.4825	281.5385	-141.0559	0.5170463
900	1005.831	1171.868	-166.0363	0.3012412
1000	1327.945	1447.328	-119.3831	0.2099335
