Iteration	Posterior	Likelihood	Prior	sigma
0	3549.273	4316.418	-767.1451	0.05620794
100	3767.147	4368.232	-601.0846	0.05843647
200	3889.199	4364.983	-475.7844	0.05420817
300	3925.102	4374.043	-448.9415	0.0515798
400	4028.017	4390.671	-362.6542	0.05405606
500	4062.841	4311.073	-248.2321	0.05583622
600	4222.875	4324.813	-101.9382	0.05850468
700	4094.793	4339.119	-244.3259	0.05826217
800	4011.723	4291.577	-279.8539	0.05830907
900	4015.43	4327.507	-312.0772	0.0519727
1000	4020.859	4399.377	-378.5177	0.05434332
