Iteration	Posterior	Likelihood	Prior	sigma
0	14.78495	432.3979	-417.6129	0.1884984
100	-69.09236	348.0196	-417.1119	0.2586912
200	161.4563	580.0719	-418.6156	0.1761978
300	38.70124	460.7594	-422.0582	0.2572988
400	186.0863	604.5653	-418.479	0.2075832
500	-30.40466	387.0343	-417.4389	0.272535
600	225.4368	640.8778	-415.441	0.1766433
700	159.2288	578.0557	-418.8269	0.2090306
800	186.6466	606.9491	-420.3026	0.163709
900	-27.31185	388.7101	-416.022	0.2808001
1000	131.4961	546.4726	-414.9765	0.2290287
