Iteration	Posterior	Likelihood	Prior	sigma
0	1.60238	414.5271	-412.9247	0.2255312
100	-88.32695	327.2372	-415.5642	0.318023
200	54.48702	471.942	-417.4549	0.2252626
300	211.9153	630.0155	-418.1002	0.1579626
400	153.431	568.5969	-415.1659	0.1913963
500	0.3891154	415.6498	-415.2607	0.254152
600	40.06394	459.0489	-418.9849	0.1830839
700	4.917452	421.5697	-416.6523	0.2810332
800	-170.9133	249.6769	-420.5902	0.3397489
900	152.57	572.4058	-419.8357	0.1939273
1000	-47.38447	370.031	-417.4155	0.1693504
