Iteration	Posterior	Likelihood	Prior	sigma
0	353.9538	770.9678	-417.0139	0.1350735
100	407.0697	828.7889	-421.7192	0.1361842
200	317.8847	736.8945	-419.0098	0.1386475
300	385.5225	806.116	-420.5935	0.1381715
400	359.7562	778.7523	-418.9961	0.1458097
500	402.2261	820.5064	-418.2803	0.127758
600	364.8352	787.1736	-422.3384	0.1324206
700	372.1891	788.2146	-416.0254	0.1623841
800	300.0885	718.7715	-418.6829	0.1263307
900	349.8231	770.2001	-420.377	0.1415345
1000	364.5553	781.5056	-416.9503	0.1438481
