Iteration	Posterior	Likelihood	Prior	sigma
0	53.53704	470.3873	-416.8503	0.2761056
100	108.8532	525.3183	-416.4651	0.1811633
200	235.9502	651.1319	-415.1816	0.1967838
300	145.1029	561.8037	-416.7007	0.1874586
400	-1.93089	414.6701	-416.601	0.1783205
500	67.26136	485.1416	-417.8803	0.2387934
600	-58.06255	359.9081	-417.9706	0.2460941
700	162.9372	581.4948	-418.5576	0.1585218
800	109.7348	528.5576	-418.8229	0.1921592
900	139.3151	556.183	-416.8679	0.1968323
1000	60.20484	474.3586	-414.1538	0.1976093
