state	power	likelihood
260	0.0130691	235.422
270	0.0130691	481.058
280	0.0130691	344.856
290	0.0130691	465.767
300	0.0130691	561.804
310	0.0130691	457.139
320	0.0130691	475.341
330	0.0130691	445.606
340	0.0130691	497.574
350	0.0130691	480.286
360	0.0130691	375.325
370	0.0130691	395.12
380	0.0130691	388.778
390	0.0130691	513.938
400	0.0130691	414.67
410	0.0130691	438.017
420	0.0130691	430.487
430	0.0130691	388.837
440	0.0130691	448.121
450	0.0130691	280.607
460	0.0130691	449.528
470	0.0130691	564.642
480	0.0130691	591.887
490	0.0130691	452.49
500	0.0130691	485.142
510	0.0130691	571.888
520	0.0130691	591.786
530	0.0130691	512.755
540	0.0130691	561.069
550	0.0130691	470.827
560	0.0130691	414.813
570	0.0130691	509.297
580	0.0130691	420.381
590	0.0130691	351.934
600	0.0130691	359.908
610	0.0130691	313.173
620	0.0130691	483.521
630	0.0130691	406.771
640	0.0130691	602.777
650	0.0130691	377.465
660	0.0130691	510.901
670	0.0130691	604.671
680	0.0130691	566.944
690	0.0130691	553.251
700	0.0130691	581.495
710	0.0130691	306.181
720	0.0130691	436.764
730	0.0130691	304.419
740	0.0130691	371.987
750	0.0130691	490.64
760	0.0130691	523.618
770	0.0130691	440.2
780	0.0130691	550.506
790	0.0130691	535.105
800	0.0130691	528.558
810	0.0130691	540.317
820	0.0130691	270.62
830	0.0130691	429.837
840	0.0130691	402.992
850	0.0130691	420.925
860	0.0130691	399.977
870	0.0130691	417.251
880	0.0130691	484.291
890	0.0130691	442.388
900	0.0130691	556.183
910	0.0130691	354.905
920	0.0130691	362.851
930	0.0130691	529.498
940	0.0130691	534.608
950	0.0130691	588.418
960	0.0130691	516.25
970	0.0130691	482.149
980	0.0130691	513.12
990	0.0130691	513.575
1000	0.0130691	474.359
