Iteration	Posterior	Likelihood	Prior	sigma
0	-1161.74	-748.3746	-413.365	1.405776
100	-800.165	-380.8087	-419.3563	0.7909755
200	-295.9854	122.9547	-418.9401	0.4379867
300	-255.3439	161.6379	-416.9819	0.3749321
400	-711.5328	-297.9848	-413.5481	0.8264629
500	-4651.52	-4234.592	-416.9277	69.69876
600	-4311.598	-3893.747	-417.8508	0.06606517
700	-2077.429	-1657.535	-419.8938	3.502476
800	-1378.008	-958.1397	-419.8685	1.560513
900	-1410.881	-993.5987	-417.2824	1.69616
1000	-1427.275	-1011.8	-415.4745	0.3855201
