Iteration	Posterior	Likelihood	Prior	sigma
0	1134.856	1543.673	-408.8169	0.0759739
100	1146.703	1552.845	-406.1423	0.07378026
200	1139.921	1547.79	-407.8692	0.07901449
300	1114.713	1524.219	-409.5059	0.07082132
400	1115.27	1522.994	-407.7241	0.07529897
500	1102.585	1508.437	-405.852	0.08115405
600	1116.69	1525.417	-408.7269	0.07457042
700	1180.883	1585.933	-405.05	0.07905104
800	1147.35	1556.454	-409.1045	0.07285553
900	1132.011	1539.354	-407.3432	0.07815072
1000	1153.12	1560.399	-407.2791	0.07697533
