Iteration	Posterior	Likelihood	Prior	sigma
0	108.0548	526.3686	-418.3138	0.2180633
100	-79.67864	336.8955	-416.5742	0.3195705
200	-93.19988	322.8672	-416.0671	0.2425773
300	-300.1443	118.4047	-418.5489	0.1837267
400	-234.6728	184.4572	-419.13	0.1267393
500	3.102554	422.2336	-419.131	0.2555941
600	52.34133	470.5911	-418.2497	0.1728896
700	19.39924	435.3549	-415.9557	0.2305197
800	55.54207	473.449	-417.907	0.1735928
900	-167.4193	249.7549	-417.1743	0.3598684
1000	1.749124	418.3823	-416.6332	0.1685621
