Iteration	Posterior	Likelihood	Prior	sigma
0	1171.015	1580.298	-409.2829	0.07199616
100	1168.184	1576.874	-408.6892	0.07524423
200	1155.904	1564.696	-408.7919	0.07130848
300	1159.305	1566.788	-407.4821	0.07502572
400	1149.816	1558.66	-408.8433	0.07718292
500	1136.579	1547.806	-411.2273	0.0712301
600	1129.567	1536.532	-406.9652	0.07371338
700	1126.167	1535.341	-409.1738	0.07724331
800	1108.779	1519.764	-410.9849	0.07738681
900	1157.601	1566.17	-408.5693	0.07511418
1000	1114.449	1524.118	-409.6696	0.07441372
