Iteration	Posterior	Likelihood	Prior	sigma
0	281.8199	700.4433	-418.6234	0.1481625
100	214.5912	631.7679	-417.1767	0.17417
200	283.2582	702.6048	-419.3466	0.1559969
300	302.4599	724.142	-421.6821	0.1333276
400	280.2191	698.7905	-418.5714	0.1401584
500	235.1268	653.1696	-418.0428	0.1603106
600	309.6843	727.638	-417.9536	0.1595308
700	241.0355	660.5004	-419.4648	0.1791915
800	273.1413	690.2965	-417.1553	0.1722091
900	250.5576	666.9261	-416.3686	0.1759663
1000	154.2835	571.9728	-417.6894	0.1763867
