Iteration	Posterior	Likelihood	Prior	sigma
0	544.2443	965.4028	-421.1585	0.1194505
100	573.4699	991.2638	-417.7939	0.1214897
200	495.2326	914.7339	-419.5013	0.1277848
300	544.2474	962.1827	-417.9353	0.1156046
400	560.1331	980.5818	-420.4487	0.1124172
500	536.8189	956.7278	-419.9089	0.1014538
600	544.3823	966.941	-422.5587	0.1124783
700	494.9129	916.0084	-421.0955	0.1187047
800	493.6055	915.2087	-421.6033	0.1173443
900	484.8228	902.871	-418.0482	0.1208617
1000	530.7156	950.7378	-420.0222	0.1164644
