Iteration	Posterior	Likelihood	Prior	sigma
0	-1517.336	-1096.232	-421.1034	1.811545
100	-155.4211	262.5959	-418.017	0.236821
200	-662.9228	-245.1309	-417.7919	0.7220578
300	-1318.309	-900.7041	-417.6054	1.5228
400	-498.0716	-82.4575	-415.6141	0.5706652
500	-426.0546	-12.96752	-413.0871	0.5532669
600	-1576.028	-1163.42	-412.6073	2.323264
700	-3186.071	-2767.62	-418.451	12.41601
800	-1035.049	-616.2953	-418.7536	1.069688
900	-454.357	-37.08609	-417.2709	0.5280247
1000	-599.7074	-183.5107	-416.1966	0.6772976
