Iteration	Posterior	Likelihood	Prior	sigma
0	848.2003	1260.713	-412.5131	0.09236598
100	822.0481	1237.08	-415.0316	0.08669613
200	884.353	1295.131	-410.7783	0.09786985
300	932.8154	1346.384	-413.5683	0.08498323
400	931.1531	1349.947	-418.7938	0.06712588
500	933.4672	1349.316	-415.849	0.08481862
600	928.8547	1344.087	-415.2327	0.08334619
700	905.1097	1320.978	-415.8686	0.08377312
800	897.5899	1313.626	-416.0361	0.08138555
900	901.1926	1315.558	-414.3654	0.08488316
1000	872.3402	1290.161	-417.8213	0.08034867
