Iteration	Posterior	Likelihood	Prior	sigma
0	1218.667	1622.724	-404.0567	0.0752532
100	1212.26	1619.782	-407.522	0.07173196
200	1217.184	1621.515	-404.3309	0.07449859
300	1216.282	1620.516	-404.2332	0.07678454
400	1216.692	1620.885	-404.1938	0.0700034
500	1225.506	1631.407	-405.9006	0.07636941
600	1215.591	1621.806	-406.215	0.0691485
700	1203.282	1608.933	-405.651	0.07489754
800	1223.25	1630.532	-407.2821	0.07455048
900	1232.392	1637.535	-405.1425	0.07510442
1000	1225.352	1630.418	-405.0653	0.07509446
