Iteration	Posterior	Likelihood	Prior	sigma
0	773.7483	1189.019	-415.271	0.08946163
100	793.8474	1209.871	-416.0237	0.09812572
200	815.0996	1232.248	-417.1487	0.0835675
300	833.3741	1247.131	-413.7566	0.08925015
400	808.0758	1226.8	-418.7239	0.08561595
500	792.3697	1209.746	-417.3758	0.0960875
600	758.6762	1175.062	-416.3862	0.0859155
700	772.7068	1192.34	-419.6331	0.08639112
800	766.151	1185.608	-419.4572	0.08902784
900	811.9665	1226.121	-414.1549	0.09820962
1000	745.5519	1163.125	-417.5728	0.09859965
