Iteration	Posterior	Likelihood	Prior	sigma
0	-1795.752	-1376.149	-419.603	2.528424
100	-1381.476	-962.7418	-418.7342	1.703913
200	-2427.433	-2009.948	-417.4853	5.360007
300	-192.3059	224.8247	-417.1306	0.3554138
400	-131.2138	285.4797	-416.6935	0.28061
500	-2816.787	-2399.499	-417.2883	8.62478
600	-885.4235	-469.7075	-415.716	0.1279077
700	-8502.417	-8082.969	-419.4477	0.04495859
800	-34685.09	-34266.07	-419.0196	0.02976635
900	-4325.725	-3909.259	-416.4657	0.06686038
1000	-292.4712	124.9585	-417.4297	0.3471715
