Iteration	Posterior	Likelihood	Prior	sigma
0	940.4287	1354.548	-414.1191	0.08176934
100	955.1401	1370.2	-415.0601	0.07984813
200	965.354	1381.484	-416.1303	0.07350277
300	947.537	1363.737	-416.1999	0.07829649
400	941.1784	1354.329	-413.1507	0.08057659
500	911.2524	1327.489	-416.2364	0.07738308
600	963.3412	1379.598	-416.2565	0.07760398
700	962.0073	1374.432	-412.4251	0.08143721
800	956.507	1371.032	-414.5251	0.07965377
900	938.8157	1353.777	-414.9611	0.08033292
1000	954.3639	1369.37	-415.0058	0.07913973
