Iteration	Posterior	Likelihood	Prior	sigma
0	-214.1999	201.4852	-415.6851	0.1959136
100	-725.1164	-308.4236	-416.6928	0.7835154
200	-1091.932	-671.5136	-420.4185	1.110764
300	-285.013	131.502	-416.515	0.4260103
400	-1640.432	-1222.395	-418.0367	2.225831
500	-477.1669	-58.44908	-418.7178	0.1322135
600	-1613.211	-1197.185	-416.0261	2.343218
700	-119.9864	297.118	-417.1044	0.1833939
800	-28.89554	385.7181	-414.6137	0.2729233
900	-518.1493	-101.6015	-416.5478	0.2273421
1000	-562.9012	-146.0685	-416.8327	0.181404
