Iteration	Posterior	Likelihood	Prior	sigma
0	-2659.45	-2244.806	-414.644	7.474894
100	-733.5205	-314.867	-418.6535	0.7830359
200	-2158.29	-1739.744	-418.5467	3.977809
300	-1549.4	-1132.06	-417.3393	2.060875
400	-3132.772	-2716.123	-416.6498	12.47063
500	-2881.862	-2464.036	-417.8264	9.253183
600	-1666.565	-1247.624	-418.9407	0.07888772
700	-1437.392	-1020.099	-417.2933	0.1426349
800	-180.3454	236.5223	-416.8678	0.2325239
900	-1625.952	-1207.049	-418.9032	2.14055
1000	-5979.433	-5559.94	-419.4921	0.0418223
