Iteration	Posterior	Likelihood	Prior	sigma
0	698.8915	1117.678	-418.7864	0.1035273
100	700.5552	1117.551	-416.9956	0.1016752
200	685.4803	1104.744	-419.2632	0.1010581
300	677.279	1092.371	-415.0921	0.1040095
400	695.9054	1111.817	-415.9117	0.0978595
500	676.9833	1093.989	-417.0057	0.1045651
600	687.7197	1106.892	-419.172	0.09065884
700	661.4498	1081.236	-419.7863	0.09668884
800	605.7065	1025.53	-419.8234	0.1066426
900	599.4071	1020.594	-421.1869	0.09335316
1000	680.511	1095.462	-414.9512	0.1135656
