Iteration	Posterior	Likelihood	Prior	sigma
0	829.5676	1246.364	-416.7966	0.08523589
100	816.8716	1234.556	-417.684	0.08952925
200	825.3867	1246.031	-420.6444	0.08294926
300	822.6874	1239.182	-416.4947	0.08661717
400	845.1202	1262.111	-416.9911	0.08214554
500	831.8853	1245.559	-413.6733	0.09045439
600	796.1833	1213.329	-417.1457	0.08644348
700	814.6762	1232.175	-417.4992	0.08877535
800	802.7495	1220.591	-417.8414	0.08637588
900	894.4556	1312.034	-417.5784	0.0761322
1000	828.1057	1245.276	-417.17	0.08819266
