Iteration	Posterior	Likelihood	Prior	sigma
0	-1185.238	-770.2921	-414.9463	1.376529
100	-2336.589	-1921.019	-415.5698	5.169917
200	-4467.418	-4048.252	-419.166	53.34155
300	-4250.164	-3830.69	-419.4733	39.88453
400	-1187.658	-768.234	-419.4245	0.6359796
500	-20636.32	-20218.04	-418.2778	0.0332281
600	-1580.286	-1162.61	-417.6766	2.151016
700	-569.4628	-150.7071	-418.7557	0.5831223
800	-2820.257	-2402.207	-418.0498	8.383145
900	-35163.32	-34747.6	-415.7157	0.03661315
1000	-627.708	-211.1012	-416.6068	0.1916486
