Iteration	Posterior	Likelihood	Prior	sigma
0	1231.32	1634.117	-402.7975	0.07605186
100	1213.001	1617.846	-404.8451	0.07827079
200	1220.054	1623.864	-403.8106	0.0771856
300	1212.268	1617.291	-405.0235	0.07763552
400	1224.342	1627.906	-403.5647	0.0809638
500	1239.599	1641.104	-401.5044	0.0794521
600	1218.253	1622.337	-404.0833	0.07793076
700	1232.688	1636.42	-403.7319	0.07519608
800	1228.328	1630.406	-402.0781	0.08257896
900	1230.776	1634.75	-403.9746	0.07600597
1000	1250.099	1653.99	-403.8918	0.0744132
