Iteration	Posterior	Likelihood	Prior	sigma
0	-151.6993	265.8829	-417.5821	0.3452726
100	-288.6727	130.9469	-419.6196	0.3019445
200	-291.7556	124.3579	-416.1134	0.1238164
300	-117.2	298.8447	-416.0446	0.286186
400	-188.3404	227.7565	-416.0969	0.2051717
500	-191.1931	224.6444	-415.8375	0.3669877
600	-255.0894	162.1229	-417.2124	0.144641
700	-309.0636	108.5175	-417.581	0.446355
800	93.5514	511.0548	-417.5034	0.2244713
900	-52.40867	365.8367	-418.2453	0.2147119
1000	76.78152	496.3798	-419.5983	0.169201
