Iteration	Posterior	Likelihood	Prior	sigma
0	77.95465	497.1069	-419.1523	0.2131347
100	251.8842	670.2657	-418.3815	0.1474562
200	195.0606	613.5299	-418.4694	0.1806399
300	125.9884	544.5263	-418.538	0.2145741
400	206.0956	626.8209	-420.7252	0.1700368
500	163.2245	584.0149	-420.7904	0.202573
600	137.4456	558.1582	-420.7126	0.1799779
700	-62.63635	355.5171	-418.1535	0.2999815
800	213.6313	630.085	-416.4538	0.1882394
900	120.0502	536.7115	-416.6613	0.2013455
1000	-30.93066	383.3516	-414.2823	0.2182099
