Iteration	Posterior	Likelihood	Prior	sigma
0	-78.08222	339.4013	-417.4835	0.3199838
100	53.8304	473.2214	-419.391	0.2448349
200	-107.6708	311.3215	-418.9922	0.3068327
300	-706.9252	-288.0515	-418.8738	0.7583545
400	-283.0382	133.2816	-416.3198	0.4579447
500	-146.1931	270.8346	-417.0277	0.1670877
600	36.62913	452.9763	-416.3471	0.211175
700	-794.0066	-376.5104	-417.4962	0.8116791
800	-31.01271	387.9406	-418.9533	0.1654439
900	164.2197	583.456	-419.2363	0.1598524
1000	-58.45621	362.4584	-420.9146	0.1211443
