Iteration	Posterior	Likelihood	Prior	sigma
0	-25.31809	392.223	-417.541	0.2636658
100	-64.58521	353.0035	-417.5887	0.1965761
200	59.97859	476.8138	-416.8352	0.2524859
300	-53.10121	366.0984	-419.1997	0.2896236
400	-86.71148	332.5947	-419.3062	0.3139045
500	-217.0286	201.6114	-418.64	0.1708406
600	104.7205	522.8207	-418.1002	0.1671176
700	19.62157	436.2855	-416.6639	0.1931139
800	152.6793	569.7337	-417.0544	0.1740271
900	27.47082	445.7382	-418.2674	0.2092085
1000	-72.72976	343.1486	-415.8783	0.3269557
