Iteration	Posterior	Likelihood	Prior	sigma
0	1009.716	1421.159	-411.443	0.08242378
100	996.6134	1406.996	-410.3831	0.08342606
200	1002.467	1414.295	-411.8279	0.08144314
300	964.7511	1378.434	-413.6832	0.07514961
400	975.8809	1388.342	-412.4616	0.08143545
500	1022.285	1433.979	-411.6945	0.0801236
600	1052.115	1464.215	-412.1001	0.0755898
700	1028.108	1440.983	-412.8745	0.08210456
800	1012.394	1425.077	-412.6836	0.07419573
900	1033.442	1445.91	-412.4683	0.07731145
1000	1023.07	1434.601	-411.531	0.07801016
