Iteration	Posterior	Likelihood	Prior	sigma
0	-1386.968	-968.6827	-418.285	1.678707
100	-1630.48	-1211.011	-419.468	0.2845628
200	-2272.011	-1853.961	-418.0494	4.445967
300	-1205.132	-788.47	-416.6624	1.351808
400	-1417.875	-999.4501	-418.4249	1.716346
500	-1125.549	-710.3351	-415.2136	1.297381
600	-221.3664	189.5331	-410.8994	0.4250455
700	-694.3537	-278.7057	-415.648	0.8026776
800	-1840.562	-1423.471	-417.0914	2.849636
900	-1661.197	-1244.617	-416.5803	2.407157
1000	-1521.475	-1104.945	-416.5296	2.039987
