Iteration	Posterior	Likelihood	Prior	sigma
0	-123.3585	296.5175	-419.876	0.3414896
100	53.45012	472.6597	-419.2096	0.1812077
200	-503.172	-89.58976	-413.5822	0.6565094
300	-1206.961	-787.925	-419.0358	1.316322
400	-57.51006	359.9439	-417.454	0.2261235
500	-219.5737	198.4016	-417.9753	0.4034149
600	-30.66916	387.8489	-418.5181	0.2931137
700	-509.244	-92.44415	-416.7998	0.5965374
800	81.88752	501.4693	-419.5818	0.2459185
900	-345.7999	72.80056	-418.6005	0.4801951
1000	-2669.273	-2252.969	-416.3042	7.001334
