Iteration	Posterior	Likelihood	Prior	sigma
0	-2023.451	-1605.087	-418.364	3.400929
100	-976.8379	-559.8179	-417.02	1.072538
200	-1155.971	-736.8514	-419.1196	1.24859
300	-43.56926	373.0612	-416.6305	0.2067329
400	-182.3778	237.0832	-419.461	0.2882648
500	-2188.881	-1773.739	-415.1411	4.607616
600	-2330.132	-1912.445	-417.6866	4.856948
700	-3156.001	-2740.839	-415.1621	0.4018518
800	-2898.368	-2481.772	-416.5962	9.562642
900	-2025.853	-1609.136	-416.7175	3.494003
1000	-32991.87	-32571.55	-420.3198	0.02148268
