Iteration	Posterior	Likelihood	Prior	sigma
0	-1188.331	-773.028	-415.3034	1.422015
100	-476.7836	-60.63206	-416.1516	0.5301605
200	-1292.278	-878.3676	-413.91	1.61443
300	-1412.526	-999.5715	-412.9542	1.950639
400	-481.3512	-65.37144	-415.9798	0.1640909
500	-1958.485	-1543.574	-414.9107	3.273487
600	-3704.581	-3283.702	-420.8782	22.4159
700	-608.4162	-192.2076	-416.2086	0.6879145
800	-5560.052	-5140.086	-419.9658	175.8985
900	-3817.125	-3398.191	-418.9334	27.16917
1000	-136.0302	286.3322	-422.3625	0.260912
