Iteration	Posterior	Likelihood	Prior	sigma
0	-1094.961	-677.2628	-417.698	1.218736
100	-1340.893	-922.0963	-418.797	1.543495
200	-1231.33	-812.5881	-418.7418	1.36213
300	-1020.257	-601.9157	-418.3409	1.099125
400	-608.3247	-187.5652	-420.7595	0.4762813
500	-366.8599	53.49701	-420.3569	0.1368422
600	-57.63399	363.7597	-421.3937	0.199385
700	-610.4357	-191.3051	-419.1306	0.6719838
800	-324.7098	91.52353	-416.2333	0.4303615
900	-895.0761	-481.059	-414.017	1.018447
1000	-153.1041	262.949	-416.0532	0.2279522
