Iteration	Posterior	Likelihood	Prior	sigma
0	1033.128	1444.137	-411.0094	0.07828672
100	1028.382	1442.099	-413.7172	0.07679259
200	1083.126	1492.612	-409.4859	0.0776145
300	1122.748	1531.806	-409.0581	0.07290548
400	1062.009	1472.699	-410.6905	0.07966093
500	1038.445	1450.812	-412.3671	0.07653207
600	1064.145	1474.561	-410.4163	0.08010353
700	1035.158	1446.609	-411.4511	0.07807848
800	1081.643	1492.287	-410.6444	0.07538578
900	1117.921	1524.73	-406.8096	0.08404184
1000	1089.133	1498.211	-409.0786	0.07508535
