Iteration	Posterior	Likelihood	Prior	sigma
0	-5820.731	-5399.787	-420.9438	238.3673
100	-269.3216	149.628	-418.9496	0.4072872
200	-1360.514	-943.7526	-416.7618	1.660965
300	-3871.96	-3453.706	-418.2538	26.64997
400	-1324.053	-906.7787	-417.2741	1.542509
500	-4773.646	-4355.369	-418.2764	75.68512
600	-2533.206	-2116.208	-416.9983	6.248367
700	-1291.256	-874.018	-417.2383	1.518815
800	-26.50997	390.6347	-417.1446	0.2895996
900	-3300.714	-2882.493	-418.2215	14.16443
1000	-992.7013	-575.2102	-417.4911	1.07979
