Iteration	Posterior	Likelihood	Prior	sigma
0	-1710.868	-1296.99	-413.8782	2.711096
100	-1154.737	-738.0572	-416.6795	1.28312
200	-3807.16	-3391.276	-415.8842	26.74993
300	-1615.19	-1198.603	-416.5868	2.249202
400	-1526.418	-1109.614	-416.8042	1.733267
500	-3879.041	-3459.206	-419.8345	26.07196
600	-3466.278	-3049.598	-416.6795	0.1008834
700	-491.6691	-75.37073	-416.2983	0.3159344
800	-853.9857	-438.3224	-415.6633	0.9650705
900	-2321.838	-1903.406	-418.4315	0.08250523
1000	-687.9251	-270.6226	-417.3025	0.7011398
