Iteration	Posterior	Likelihood	Prior	sigma
0	1922.047	2214.589	-292.5419	0.2301848
100	1984.742	2275.974	-291.2316	0.2145948
200	1880.578	2172.273	-291.6953	0.2647322
300	1880.306	2170.82	-290.5137	0.2160276
400	1982.785	2266.788	-284.0039	0.2449354
500	1942.654	2240.84	-298.1868	0.2164876
600	1892.577	2186.572	-293.9947	0.1997198
700	1955.925	2256.499	-300.5738	0.2405073
800	1869.022	2144.987	-275.9647	0.2606988
900	1693.969	1981.176	-287.2069	0.2085267
1000	1889.276	2156.118	-266.842	0.2363331
