Iteration	Posterior	Likelihood	Prior	sigma
0	1398.582	1670.119	-271.5367	0.3237668
100	1978.954	2263.835	-284.8816	0.2206754
200	1260.792	1536.395	-275.6027	0.3121681
300	1391.611	1665.818	-274.2063	0.3904791
400	1395.83	1700.949	-305.1192	0.3195145
500	1441.794	1740.643	-298.8493	0.2569925
600	1622.801	1909.649	-286.8478	0.2314061
700	1614.966	1890.617	-275.6502	0.3133695
800	1669.668	1950.979	-281.3114	0.2565478
900	1378.836	1655.352	-276.5152	0.4000159
1000	1489.261	1764.668	-275.4071	0.3326863
