Iteration	Posterior	Likelihood	Prior	sigma
0	4262.858	4549.773	-286.9143	0.07285995
100	4280.014	4560.421	-280.4067	0.07963343
200	4294.036	4575.633	-281.5966	0.07806863
300	4301.021	4574.808	-273.7872	0.07737432
400	4287.976	4580.713	-292.7367	0.06968131
500	4239.223	4529.197	-289.9736	0.07647149
600	4277.859	4561.215	-283.3562	0.07166121
700	4279.849	4554.423	-274.5741	0.07219381
800	4316.524	4588.609	-272.0851	0.07499081
900	4282.869	4560.835	-277.966	0.07210301
1000	4310.279	4584.957	-274.6779	0.0800902
