Iteration	Posterior	Likelihood	Prior	sigma
0	1793.627	2078.788	-285.1616	0.2435154
100	2107.168	2383.857	-276.6889	0.2227953
200	1849.932	2125.381	-275.4492	0.2123872
300	1889.511	2161.453	-271.9418	0.2470694
400	1755.962	2021.415	-265.4534	0.2445792
500	1911.407	2182.816	-271.4095	0.2219517
600	1682.669	1965.008	-282.3395	0.2187828
700	1834.733	2125.311	-290.5781	0.2569365
800	1858.774	2131.538	-272.7646	0.2369971
900	1799.115	2090.649	-291.5335	0.2072905
1000	1929.27	2250.118	-320.8474	0.1824558
