Iteration	Posterior	Likelihood	Prior	sigma
0	1509.167	1785.636	-276.4689	0.3803806
100	1244.357	1523.427	-279.0707	0.3058441
200	1054.064	1343.349	-289.2852	0.4180298
300	595.9453	876.9926	-281.0473	0.3540825
400	1545.031	1821.111	-276.0804	0.3408473
500	1200.192	1499.183	-298.9905	0.3125259
600	1347.04	1643.937	-296.8971	0.3202458
700	1335.316	1621.847	-286.5304	0.2194121
800	1443.411	1727.817	-284.406	0.3060573
900	1346.886	1626.572	-279.686	0.2966676
1000	1241.044	1518.116	-277.0717	0.374701
