Iteration	Posterior	Likelihood	Prior	sigma
0	-3202.423	-2905.245	-297.1778	4.920916
100	-3672.926	-3409.348	-263.5779	6.693292
200	-3148.259	-2879.815	-268.4436	5.075754
300	222.7045	500.1708	-277.4663	0.8645456
400	1040.335	1324.224	-283.8894	0.2749544
500	-5891.433	-5601.842	-289.5908	18.20181
600	-8927.956	-8635.087	-292.8695	74.87376
700	1080.215	1360.912	-280.6976	0.2738228
800	499.5552	766.3776	-266.8224	0.2955531
900	-210.3537	95.97094	-306.3246	0.8844139
1000	-581.184	-312.3003	-268.8837	0.282321
