Iteration	Posterior	Likelihood	Prior	sigma
0	417.4005	697.2067	-279.8062	0.2616712
100	2.632893	283.3188	-280.6859	0.9150739
200	383.2106	655.2668	-272.0562	0.8175983
300	-683.5201	-409.7483	-273.7717	1.464587
400	-2585.118	-2271.955	-313.1632	3.115753
500	-924.4483	-646.6866	-277.7617	1.614604
600	1313.598	1591.496	-277.8978	0.350566
700	-5127.456	-4843.06	-284.3961	13.46307
800	223.9803	511.4389	-287.4586	0.2496876
900	1436.247	1725.179	-288.9319	0.3729213
1000	362.3752	647.2586	-284.8833	0.4443878
