Iteration	Posterior	Likelihood	Prior	sigma
0	2661.887	2937.466	-275.5793	0.1784289
100	2677.928	2946.894	-268.9658	0.1650527
200	2469.999	2770.853	-300.8537	0.1633174
300	2594.812	2889.221	-294.409	0.1600705
400	2710.366	2987.548	-277.182	0.1680928
500	2629.742	2917.491	-287.7487	0.1564327
600	2822.679	3110.51	-287.8303	0.1434185
700	2691.068	2988.718	-297.6502	0.1567697
800	2609.053	2889.39	-280.3368	0.1791345
900	2646.879	2935.736	-288.8573	0.1478705
1000	2659.241	2930.855	-271.6148	0.1857844
