Iteration	Posterior	Likelihood	Prior	sigma
0	4224.816	4517.194	-292.3773	0.07358237
100	4217.7	4507.246	-289.5459	0.07681919
200	4182.451	4463.175	-280.7237	0.08151621
300	4146.558	4440.573	-294.0148	0.0732864
400	4192.125	4480.334	-288.2086	0.07641295
500	4161.199	4439.538	-278.3391	0.07984558
600	4138.638	4434.077	-295.4388	0.07543575
700	4174.241	4456.784	-282.5427	0.07843516
800	4195.075	4474.717	-279.6417	0.07797293
900	4186.284	4480.069	-293.7853	0.07269416
1000	4203.751	4488.817	-285.0658	0.07949724
