Iteration	Posterior	Likelihood	Prior	sigma
0	105.7827	383.3942	-277.6115	0.928369
100	-1537.082	-1257.721	-279.3607	2.172838
200	-100359.8	-100071.1	-288.652	0.04209954
300	-201158.3	-200870.8	-287.4866	0.04256938
400	-3071.419	-2792.029	-279.3902	4.861882
500	-4072.036	-3789.426	-282.6103	7.557018
600	-2070.689	-1766.431	-304.2577	2.579805
700	-4808.341	-4511.641	-296.6996	10.05393
800	-3904.479	-3617.141	-287.3382	6.774915
900	-72010.47	-71727.47	-282.9989	0.03636864
1000	1014.263	1309.495	-295.232	0.371783
