state	power	likelihood
260	1	4768.42
270	1	4772.16
280	1	4770.66
290	1	4763.17
300	1	4750.62
310	1	4739.97
320	1	4739.12
330	1	4737.73
340	1	4741.33
350	1	4735.63
360	1	4741.7
370	1	4730.27
380	1	4745.81
390	1	4731.75
400	1	4739.65
410	1	4743.75
420	1	4750.08
430	1	4746.09
440	1	4746.94
450	1	4745.17
460	1	4746.26
470	1	4741.61
480	1	4741.28
490	1	4741.08
500	1	4732.33
510	1	4740.22
520	1	4743.8
530	1	4738.58
540	1	4744.93
550	1	4739.36
560	1	4740.67
570	1	4741.91
580	1	4739.59
590	1	4747.91
600	1	4754.4
610	1	4747.84
620	1	4748.49
630	1	4739.97
640	1	4737.68
650	1	4740.71
660	1	4743.36
670	1	4753.01
680	1	4756.99
690	1	4755.62
700	1	4744.37
710	1	4750.35
720	1	4744.09
730	1	4743.21
740	1	4749.01
750	1	4748.19
760	1	4748.35
770	1	4748.25
780	1	4747.61
790	1	4753.57
800	1	4750.66
810	1	4757.76
820	1	4763.38
830	1	4760.48
840	1	4758.97
850	1	4757.66
860	1	4763.13
870	1	4755.35
880	1	4765.56
890	1	4770.1
900	1	4758.92
910	1	4758.98
920	1	4759.12
930	1	4762.05
940	1	4758.53
950	1	4751.9
960	1	4745.56
970	1	4752.44
980	1	4746.62
990	1	4758.3
1000	1	4758.19
260	0.903921	4732.77
270	0.903921	4737.34
280	0.903921	4732.85
290	0.903921	4727.96
300	0.903921	4730.5
310	0.903921	4725.69
320	0.903921	4730.35
330	0.903921	4723.64
340	0.903921	4723.95
350	0.903921	4724.96
360	0.903921	4728.06
370	0.903921	4730.3
380	0.903921	4727.76
390	0.903921	4717.99
400	0.903921	4725.78
410	0.903921	4725.2
420	0.903921	4716.83
430	0.903921	4713.89
440	0.903921	4718.14
450	0.903921	4718.95
460	0.903921	4729.01
470	0.903921	4736.71
480	0.903921	4733.61
490	0.903921	4719.49
500	0.903921	4727.29
510	0.903921	4727.92
520	0.903921	4725.27
530	0.903921	4721.6
540	0.903921	4711.4
550	0.903921	4713.41
560	0.903921	4715.57
570	0.903921	4725.42
580	0.903921	4723.75
590	0.903921	4722.44
600	0.903921	4718.94
610	0.903921	4721.73
620	0.903921	4720.01
630	0.903921	4721.69
640	0.903921	4720.67
650	0.903921	4729.61
660	0.903921	4739.44
670	0.903921	4737.04
680	0.903921	4726.75
690	0.903921	4724.56
700	0.903921	4715.97
710	0.903921	4723.24
720	0.903921	4727.58
730	0.903921	4733.27
740	0.903921	4732.85
750	0.903921	4733.23
760	0.903921	4736.93
770	0.903921	4740.4
780	0.903921	4745.87
790	0.903921	4751.24
800	0.903921	4745.72
810	0.903921	4753.69
820	0.903921	4752.16
830	0.903921	4754.48
840	0.903921	4741.81
850	0.903921	4745.55
860	0.903921	4742.04
870	0.903921	4731.48
880	0.903921	4737.22
890	0.903921	4736.48
900	0.903921	4741.41
910	0.903921	4745.29
920	0.903921	4744.21
930	0.903921	4738.49
940	0.903921	4739.77
950	0.903921	4733.96
960	0.903921	4732.49
970	0.903921	4741.95
980	0.903921	4745.46
990	0.903921	4754.68
1000	0.903921	4765.32
260	0.815373	4739.83
270	0.815373	4755.96
280	0.815373	4748.44
290	0.815373	4742.65
300	0.815373	4746.1
310	0.815373	4752.15
320	0.815373	4737.03
330	0.815373	4738.87
340	0.815373	4735.76
350	0.815373	4716.91
360	0.815373	4718.53
370	0.815373	4710.96
380	0.815373	4703.9
