Iteration	Posterior	Likelihood	Prior	sigma
0	4495.317	4761.004	-265.6875	0.07453407
100	4494.63	4761.027	-266.3971	0.07610722
200	4512.661	4767.436	-254.7745	0.08162926
300	4492.431	4750.62	-258.1891	0.0782484
400	4478.427	4739.649	-261.222	0.07717171
500	4472.053	4732.333	-260.28	0.07433186
600	4495.803	4754.396	-258.5925	0.07730004
700	4491.476	4744.365	-252.8894	0.08022467
800	4487.695	4750.664	-262.9693	0.07931546
900	4494.161	4758.919	-264.7582	0.07585625
1000	4494.871	4758.195	-263.3238	0.07726855
