Iteration	Posterior	Likelihood	Prior	sigma
0	4321.396	4592.904	-271.5082	0.07471131
100	4283.902	4570.882	-286.9803	0.07500968
200	4336.874	4620.838	-283.964	0.07400091
300	4337.758	4605.416	-267.6577	0.07964819
400	4339.734	4601.374	-261.6397	0.08082394
500	4282.276	4556.079	-273.8039	0.07565617
600	4291.342	4560.198	-268.8559	0.07978712
700	4282.225	4563.73	-281.5056	0.07674582
800	4290.777	4567.192	-276.4151	0.07870658
900	4265.786	4560.663	-294.8768	0.06903459
1000	4269.261	4564.239	-294.9772	0.07388334
