Iteration	Posterior	Likelihood	Prior	sigma
0	2396.062	2695.525	-299.4632	0.1760387
100	2572.322	2849.589	-277.2668	0.1870838
200	2386.252	2672.687	-286.435	0.1731345
300	2360.038	2646.648	-286.6101	0.1853039
400	2594.091	2849.009	-254.9183	0.1983537
500	2576.716	2848.564	-271.8472	0.1810298
600	2337.383	2622.771	-285.3877	0.1957272
700	2479.417	2781.416	-301.9988	0.1518032
800	2487.331	2781.631	-294.2994	0.1642372
900	2429.952	2701.719	-271.7662	0.1760441
1000	2295.563	2573.411	-277.8483	0.1909398
