Iteration	Posterior	Likelihood	Prior	sigma
0	-7529.169	-7247.282	-281.8864	44.86988
100	295.474	565.5621	-270.0881	0.875899
200	-3144.585	-2850.459	-294.1253	4.695148
300	-4885.182	-4586.972	-298.2102	11.26862
400	-7961.988	-7673.119	-288.8695	48.28376
500	-1080.688	-797.8316	-282.8559	1.699366
600	-3302.05	-3022.623	-279.4267	5.417193
700	-1511.914	-1225.312	-286.6021	2.059639
800	569.3076	854.907	-285.5994	0.6760328
900	-7787.088	-7502.499	-284.5891	45.73657
1000	-4854.422	-4570.556	-283.8652	11.04114
