Iteration	Posterior	Likelihood	Prior	sigma
0	3181.66	3481.124	-299.4636	0.1253107
100	3084.532	3384.039	-299.5074	0.1163758
200	2968.107	3245.232	-277.1253	0.1391021
300	3126.754	3427.375	-300.6212	0.1135943
400	3252.664	3535.062	-282.3986	0.1165163
500	3275.236	3565.67	-290.4343	0.1144199
600	3214.944	3511.656	-296.712	0.1145186
700	3182.627	3474.986	-292.3588	0.1044064
800	3259.353	3545.099	-285.7465	0.1104823
900	3319.219	3603.072	-283.8535	0.1092098
1000	3359.273	3641.718	-282.4451	0.1129616
