Iteration	Posterior	Likelihood	Prior	sigma
0	90.27722	379.8602	-289.583	0.8096196
100	-3875.879	-3584.529	-291.3503	6.818257
200	-422187.8	-421895.4	-292.371	0.01837944
300	-14775.9	-14485.74	-290.1587	0.08161519
400	-2303.582	-2003.955	-299.6267	2.87482
500	-3892.692	-3612.679	-280.0131	7.354778
600	838.0222	1132.173	-294.1508	0.5710315
700	-578.99	-296.4434	-282.5466	1.366429
800	146.0071	444.876	-298.8689	0.2403732
900	-6449.009	-6141.152	-307.8572	21.53166
1000	-378.6223	-105.2002	-273.4221	0.7444308
