Iteration	Posterior	Likelihood	Prior	sigma
0	3537.586	3828.347	-290.7617	0.102808
100	3392.616	3685.636	-293.0199	0.1033887
200	3421.998	3712.277	-290.2794	0.1103323
300	3563.201	3847.048	-283.8472	0.1055771
400	3438.797	3747.883	-309.0864	0.09765859
500	3522.446	3794.206	-271.7597	0.1147397
600	3516.619	3804.816	-288.1975	0.1078579
700	3441.668	3729.52	-287.8526	0.1092448
800	3466.385	3758.326	-291.9408	0.1044722
900	3455.502	3739.63	-284.1277	0.1112342
1000	3383.348	3679.388	-296.0395	0.1038074
