Iteration	Posterior	Likelihood	Prior	sigma
0	736.1634	1027.056	-290.8924	0.2352741
100	1132.015	1423.466	-291.4512	0.4792382
200	1045.951	1319.011	-273.0594	0.3467763
300	1142.266	1431.793	-289.5266	0.2187526
400	795.348	1080.612	-285.2644	0.4338133
500	1020.233	1303.113	-282.8796	0.2663053
600	1047.936	1333.839	-285.9025	0.456091
700	893.7991	1174.988	-281.1894	0.5506923
800	-640.5285	-356.1057	-284.4228	1.389167
900	1178.507	1455.509	-277.0025	0.3096375
1000	1054.136	1337.144	-283.008	0.4701039
