Iteration	Posterior	Likelihood	Prior	sigma
0	4207.956	4489.48	-281.5239	0.07435211
100	4130.68	4415.791	-285.1108	0.07842334
200	4090.701	4387.475	-296.7734	0.0738511
300	4099.11	4388.992	-289.8816	0.07751394
400	4059.539	4346.259	-286.7201	0.08013802
500	4119.071	4405.789	-286.718	0.07767108
600	4116.612	4413.353	-296.7412	0.07136587
700	4166.409	4447.837	-281.4286	0.07786852
800	4129.4	4417.539	-288.1389	0.07546188
900	4122.383	4402.817	-280.4342	0.07870742
1000	4134.511	4424.279	-289.7682	0.07486055
