Iteration	Posterior	Likelihood	Prior	sigma
0	3900.692	4179.871	-279.1785	0.08889242
100	3862.252	4147.027	-284.7749	0.09078441
200	3774.523	4067.132	-292.6088	0.08456025
300	3848.472	4143.049	-294.5769	0.08405952
400	3752.59	4043.109	-290.5191	0.08831957
500	3768.476	4069.638	-301.1612	0.08331562
600	3725.723	4010.442	-284.7191	0.09211635
700	3775.445	4065.114	-289.6695	0.08845348
800	3744.488	4033.997	-289.5087	0.08897884
900	3692.744	4003.365	-310.621	0.08815172
1000	3765.674	4058.57	-292.8965	0.08973197
