Iteration	Posterior	Likelihood	Prior	sigma
0	3521.868	3796.788	-274.9192	0.1018351
100	3554.091	3835.718	-281.6275	0.1107767
200	3589.656	3855.068	-265.4123	0.1064998
300	3646.713	3928.79	-282.077	0.1033507
400	3602.29	3887.688	-285.3978	0.1044402
500	3537.975	3829.38	-291.4049	0.09627619
600	3494.199	3786.421	-292.2226	0.09950434
700	3535.328	3826.599	-291.2713	0.09272592
800	3488.919	3784.525	-295.6062	0.1068161
900	3453.507	3750.73	-297.2233	0.1099141
1000	3679.838	3955.848	-276.0098	0.09984422
